id,lat,lng,neighborhood,zip,property_type,parcel_size,zoning,crime_trend,permit_activity,income,population_growth,crime_history,permit_history,population_history,transit_distance,crime_count_nearby,violent_crime_count_nearby,permit_count_nearby,nearest_station,transit_stop_count_nearby,features_crimeTrend,features_permitGrowth,features_transitScore,features_incomeScore,features_populationGrowth,scores_investmentScore,scores_growthScore,scores_riskScore,scores_finalScore,forecast_scores_1y,forecast_scores_3y,forecast_scores_5y,forecast_crime_forecast,forecast_permit_forecast,forecast_population_forecast,current_population,population_growth_1y,population_growth_3y,median_age,pct_age_18_24,pct_age_25_34,pct_age_35_54,pct_age_55_plus,zip_median_household_income,community_median_household_income,community_per_capita_income,household_income_growth_1y,renter_pct,owner_pct,unemployment_rate,hardship_index,poverty_rate,full_address,assessed_value,land_assessed_value,building_assessed_value,assessed_value_year,last_sale_price,last_sale_date,ownership_duration_years,sale_count_known,average_school_rating_nearby,elementary_school_rating_avg,high_school_rating_avg,school_count_nearby,coffee_shop_count_nearby,restaurant_count_nearby,grocery_count_nearby,park_count_nearby,hospital_count_nearby,amenity_density_score,school_poi_count_nearby,hospital_poi_count_nearby,university_poi_count_nearby,office_poi_count_nearby,park_poi_count_nearby,poi_density_score
2073932-20260516,41.881492415,-87.6579076087,NEAR WEST SIDE,60607,business_candidate,0,Limited Business License,0.65,1.1538,119500,-0.0398,"[{""year"": 2022, ""crime_count"": 43, ""violent_crime_count"": 8}, {""year"": 2023, ""crime_count"": 46, ""violent_crime_count"": 8}, {""year"": 2024, ""crime_count"": 31, ""violent_crime_count"": 3}, {""year"": 2025, ""crime_count"": 34, ""violent_crime_count"": 3}]","[{""year"": 2022, ""permit_count"": 82}, {""year"": 2023, ""permit_count"": 88}, {""year"": 2024, ""permit_count"": 54}, {""year"": 2025, ""permit_count"": 79}]","[{""year"": 2021, ""population"": 29990}, {""year"": 2022, ""population"": 28797}]",0.0298,33,9,28,Madison & Racine,15,0.0967741935483871,0.46296296296296297,0.9710623422023693,0.7458333333333333,-0.039779926642214074,84,65,77,76,"{'investmentScore': 81, 'growthScore': 60, 'riskScore': 60, 'finalScore': 78}","{'investmentScore': 79, 'growthScore': 60, 'riskScore': 60, 'finalScore': 77}","{'investmentScore': 78, 'growthScore': 60, 'riskScore': 60, 'finalScore': 77}","{'1y': 28.0, '3y': 19.600000000000364, '5y': 11.200000000000728}","{'1y': 65.0, '3y': 56.399999999999636, '5y': 47.79999999999927}","{'1y': 27604.0, '3y': 25218.0, '5y': 22832.0}",28797,-0.0398,-0.1114,32.0,0.127,0.273,0.244,0.141,119500,109877,52030,0.0321,0.652,0.348,0.051,17,0.138,"100 N Green St, CHICAGO, IL, 60607",321389,87993,233396,2026,379974,2019-09-01T00:00:00.000,7.75,3,3.6,3.67,3.0,10,14,27,2,5,3,0.64,2,4,0,3,5,0.88
9922-20260516,41.8856433761,-87.6551470117,NEAR WEST SIDE,60607,business_candidate,0,Limited Business License,0.3333,1.3333,119500,-0.0398,"[{""year"": 2022, ""crime_count"": 36, ""violent_crime_count"": 8}, {""year"": 2023, ""crime_count"": 66, ""violent_crime_count"": 8}, {""year"": 2024, ""crime_count"": 30, ""violent_crime_count"": 1}, {""year"": 2025, ""crime_count"": 26, ""violent_crime_count"": 2}]","[{""year"": 2022, ""permit_count"": 138}, {""year"": 2023, ""permit_count"": 131}, {""year"": 2024, ""permit_count"": 72}, {""year"": 2025, ""permit_count"": 105}]","[{""year"": 2021, ""population"": 29990}, {""year"": 2022, ""population"": 28797}]",0.3047,32,7,49,Madison & Racine,11,-0.13333333333333333,0.4583333333333333,0.7664597225415805,0.7458333333333333,-0.039779926642214074,81,65,61,79,"{'investmentScore': 77, 'growthScore': 60, 'riskScore': 62, 'finalScore': 76}","{'investmentScore': 75, 'growthScore': 60, 'riskScore': 60, 'finalScore': 76}","{'investmentScore': 75, 'growthScore': 60, 'riskScore': 60, 'finalScore': 76}","{'1y': 23.0, '3y': 9.799999999999272, '5y': -3.400000000001455}","{'1y': 72.0, '3y': 40.400000000001455, '5y': 8.80000000000291}","{'1y': 27604.0, '3y': 25218.0, '5y': 22832.0}",28797,-0.0398,-0.1114,32.0,0.134,0.326,0.237,0.155,119500,112278,47945,0.0552,0.655,0.345,0.059,19,0.139,"1088 W Harrison St, CHICAGO, IL, 60607",423837,133334,290503,2026,491395,2007-05-01T00:00:00.000,19.42,1,3.6,3.98,2.8,8,14,39,3,4,4,0.8,1,3,0,3,4,0.69
2017860-20260516,41.879047715,-87.6508362701,NEAR WEST SIDE,60607,business_candidate,0,Limited Business License,0.5,0.2273,119500,-0.0398,"[{""year"": 2022, ""crime_count"": 45, ""violent_crime_count"": 10}, {""year"": 2023, ""crime_count"": 47, ""violent_crime_count"": 9}, {""year"": 2024, ""crime_count"": 21, ""violent_crime_count"": 1}, {""year"": 2025, ""crime_count"": 33, ""violent_crime_count"": 6}]","[{""year"": 2022, ""permit_count"": 104}, {""year"": 2023, ""permit_count"": 81}, {""year"": 2024, ""permit_count"": 59}, {""year"": 2025, ""permit_count"": 70}]","[{""year"": 2021, ""population"": 29990}, {""year"": 2022, ""population"": 28797}]",0.0965,21,2,27,Jackson & Morgan,26,0.5714285714285714,0.1864406779661017,0.9119927040583675,0.7458333333333333,-0.039779926642214074,82,62,95,69,"{'investmentScore': 79, 'growthScore': 60, 'riskScore': 60, 'finalScore': 77}","{'investmentScore': 77, 'growthScore': 60, 'riskScore': 60, 'finalScore': 77}","{'investmentScore': 77, 'growthScore': 60, 'riskScore': 60, 'finalScore': 77}","{'1y': 21.0, '3y': 8.600000000000364, '5y': -3.7999999999992724}","{'1y': 47.5, '3y': 22.700000000000728, '5y': -2.099999999998545}","{'1y': 27604.0, '3y': 25218.0, '5y': 22832.0}",28797,-0.0398,-0.1114,31.6,0.125,0.304,0.228,0.158,119500,122844,46216,-0.0354,0.651,0.349,0.056,16,0.125,"175 S Ashland Ave, CHICAGO, IL, 60607",228568,104764,123804,2026,235426,2017-06-01T00:00:00.000,9.5,1,3.9,4.04,3.3,5,10,40,3,4,4,0.76,1,3,0,3,4,0.69
2616929-20260516,41.8800164539,-87.632162307,LOOP,60603,business_candidate,0,Limited Business License,0.1277,0.1818,124888,-0.1294,"[{""year"": 2022, ""crime_count"": 97, ""violent_crime_count"": 29}, {""year"": 2023, ""crime_count"": 115, ""violent_crime_count"": 27}, {""year"": 2024, ""crime_count"": 101, ""violent_crime_count"": 22}, {""year"": 2025, ""crime_count"": 110, ""violent_crime_count"": 22}]","[{""year"": 2022, ""permit_count"": 431}, {""year"": 2023, ""permit_count"": 385}, {""year"": 2024, ""permit_count"": 389}, {""year"": 2025, ""permit_count"": 358}]","[{""year"": 2021, ""population"": 1275}, {""year"": 2022, ""population"": 1110}]",0.038,53,16,182,LaSalle & Adams,56,0.0891089108910891,-0.07969151670951156,0.9633911368015414,0.7907333333333333,-0.12941176470588237,80,60,77,73,"{'investmentScore': 81, 'growthScore': 60, 'riskScore': 72, 'finalScore': 75}","{'investmentScore': 80, 'growthScore': 60, 'riskScore': 75, 'finalScore': 73}","{'investmentScore': 79, 'growthScore': 60, 'riskScore': 78, 'finalScore': 72}","{'1y': 112.0, '3y': 117.0, '5y': 122.0}","{'1y': 337.0, '3y': 294.0, '5y': 251.0}","{'1y': 945.0, '3y': 615.0, '5y': 285.0}",1110,-0.1294,-0.3623,35.1,0.072,0.343,0.225,0.159,124888,121189,84841,0.0358,0.768,0.232,0.04,1,0.088,"100 S State St, CHICAGO, IL, 60603",249057,110718,138339,2026,275790,2008-03-01T00:00:00.000,18.25,1,4.7,4.69,3.7,8,29,57,2,7,2,1.0,2,1,0,3,7,0.81
33416-20260516,41.878043475,-87.6481802109,NEAR WEST SIDE,60607,business_candidate,0,Limited Business License,0.4167,-0.0345,119500,-0.0398,"[{""year"": 2022, ""crime_count"": 49, ""violent_crime_count"": 11}, {""year"": 2023, ""crime_count"": 38, ""violent_crime_count"": 8}, {""year"": 2024, ""crime_count"": 24, ""violent_crime_count"": 5}, {""year"": 2025, ""crime_count"": 35, ""violent_crime_count"": 4}]","[{""year"": 2022, ""permit_count"": 136}, {""year"": 2023, ""permit_count"": 97}, {""year"": 2024, ""permit_count"": 90}, {""year"": 2025, ""permit_count"": 70}]","[{""year"": 2021, ""population"": 29990}, {""year"": 2022, ""population"": 28797}]",0.0633,17,1,28,Jackson & Halsted,26,0.4583333333333333,-0.2222222222222222,0.9404683532399135,0.7458333333333333,-0.039779926642214074,80,60,95,68,"{'investmentScore': 80, 'growthScore': 60, 'riskScore': 60, 'finalScore': 78}","{'investmentScore': 77, 'growthScore': 60, 'riskScore': 60, 'finalScore': 77}","{'investmentScore': 77, 'growthScore': 60, 'riskScore': 60, 'finalScore': 77}","{'1y': 22.5, '3y': 11.299999999999272, '5y': 0.09999999999854481}","{'1y': 47.0, '3y': 6.0, '5y': -35.0}","{'1y': 27604.0, '3y': 25218.0, '5y': 22832.0}",28797,-0.0398,-0.1114,32.1,0.118,0.311,0.233,0.143,119500,105472,43637,0.0335,0.625,0.375,0.051,19,0.131,"110 S Morgan St, CHICAGO, IL, 60607",330852,142365,188487,2026,431920,2021-10-01T00:00:00.000,5.83,1,4.2,4.33,3.4,5,9,30,3,6,3,0.64,2,3,0,2,6,0.81
2830890-20260516,41.8673484125,-87.6409730241,NEAR WEST SIDE,60607,business_candidate,0,Regulated Business License,-0.2222,0.5,119500,-0.0398,"[{""year"": 2022, ""crime_count"": 28, ""violent_crime_count"": 4}, {""year"": 2023, ""crime_count"": 17, ""violent_crime_count"": 2}, {""year"": 2024, ""crime_count"": 21, ""violent_crime_count"": 5}, {""year"": 2025, ""crime_count"": 27, ""violent_crime_count"": 6}]","[{""year"": 2022, ""permit_count"": 25}, {""year"": 2023, ""permit_count"": 17}, {""year"": 2024, ""permit_count"": 13}, {""year"": 2025, ""permit_count"": 29}]","[{""year"": 2021, ""population"": 29990}, {""year"": 2022, ""population"": 28797}]",0.1744,7,1,6,Clinton & Taylor,13,0.2857142857142857,1.2307692307692308,0.8514986376021799,0.7458333333333333,-0.039779926642214074,86,74,90,76,"{'investmentScore': 79, 'growthScore': 60, 'riskScore': 61, 'finalScore': 77}","{'investmentScore': 78, 'growthScore': 60, 'riskScore': 62, 'finalScore': 76}","{'investmentScore': 78, 'growthScore': 60, 'riskScore': 62, 'finalScore': 76}","{'1y': 23.5, '3y': 23.700000000000017, '5y': 23.900000000000006}","{'1y': 23.0, '3y': 24.59999999999991, '5y': 26.199999999999818}","{'1y': 27604.0, '3y': 25218.0, '5y': 22832.0}",28797,-0.0398,-0.1114,33.8,0.105,0.29,0.223,0.161,119500,128152,50954,0.0207,0.571,0.429,0.051,19,0.124,"487 W Jackson Blvd, CHICAGO, IL, 60607",380179,101363,278816,2026,363339,2022-02-01T00:00:00.000,4.17,2,4.3,3.87,2.8,9,9,27,4,6,3,0.61,1,5,0,3,6,0.94
2053963-20260516,41.8880849563,-87.6311818508,NEAR NORTH SIDE,60654,business_candidate,0,Limited Business License,0.7679,0.0853,138279,0.0739,"[{""year"": 2022, ""crime_count"": 153, ""violent_crime_count"": 32}, {""year"": 2023, ""crime_count"": 167, ""violent_crime_count"": 43}, {""year"": 2024, ""crime_count"": 160, ""violent_crime_count"": 34}, {""year"": 2025, ""crime_count"": 147, ""violent_crime_count"": 23}]","[{""year"": 2022, ""permit_count"": 327}, {""year"": 2023, ""permit_count"": 303}, {""year"": 2024, ""permit_count"": 320}, {""year"": 2025, ""permit_count"": 343}]","[{""year"": 2021, ""population"": 21859}, {""year"": 2022, ""population"": 23475}]",0.067,99,27,140,321 N LaSalle,53,-0.08125,0.071875,0.9372071227741331,0.902325,0.07392835902831786,91,76,65,86,"{'investmentScore': 91, 'growthScore': 75, 'riskScore': 72, 'finalScore': 83}","{'investmentScore': 91, 'growthScore': 76, 'riskScore': 70, 'finalScore': 84}","{'investmentScore': 91, 'growthScore': 76, 'riskScore': 67, 'finalScore': 85}","{'1y': 150.5, '3y': 145.5, '5y': 140.5}","{'1y': 339.5, '3y': 352.5, '5y': 365.5}","{'1y': 25091.0, '3y': 28323.0, '5y': 31555.0}",23475,0.0739,0.2069,35.4,0.102,0.319,0.238,0.183,138279,150146,75895,-0.0314,0.701,0.299,0.048,1,0.072,"100 W Chicago Ave, CHICAGO, IL, 60654",389512,112744,276768,2026,489507,2009-02-01T00:00:00.000,17.17,2,5.2,5.56,5.3,10,19,38,7,4,2,0.88,2,3,1,2,4,0.75
2589440-20260516,41.8695837179,-87.6532585248,NEAR WEST SIDE,60607,business_candidate,0,Retail Food Establishment,-0.1667,5.0,119500,-0.0398,"[{""year"": 2022, ""crime_count"": 15, ""violent_crime_count"": 5}, {""year"": 2023, ""crime_count"": 17, ""violent_crime_count"": 3}, {""year"": 2024, ""crime_count"": 18, ""violent_crime_count"": 7}, {""year"": 2025, ""crime_count"": 25, ""violent_crime_count"": 7}]","[{""year"": 2022, ""permit_count"": 10}, {""year"": 2023, ""permit_count"": 18}, {""year"": 2024, ""permit_count"": 52}, {""year"": 2025, ""permit_count"": 20}]","[{""year"": 2021, ""population"": 29990}, {""year"": 2022, ""population"": 28797}]",0.0443,10,1,6,Taylor & Aberdeen,38,0.3888888888888889,-0.6153846153846154,0.9575792396820837,0.7458333333333333,-0.039779926642214074,79,60,95,67,"{'investmentScore': 86, 'growthScore': 72, 'riskScore': 75, 'finalScore': 80}","{'investmentScore': 88, 'growthScore': 76, 'riskScore': 92, 'finalScore': 77}","{'investmentScore': 91, 'growthScore': 84, 'riskScore': 95, 'finalScore': 80}","{'1y': 26.5, '3y': 32.69999999999982, '5y': 38.899999999999636}","{'1y': 41.0, '3y': 53.79999999999927, '5y': 66.59999999999854}","{'1y': 27604.0, '3y': 25218.0, '5y': 22832.0}",28797,-0.0398,-0.1114,31.6,0.126,0.308,0.224,0.136,119500,126589,45266,0.0307,0.574,0.426,0.061,15,0.14,"697 S Racine Ave, CHICAGO, IL, 60607",361675,117576,244099,2026,335448,2011-01-01T00:00:00.000,15.08,3,3.8,3.96,3.7,7,10,22,3,6,4,0.56,2,5,0,2,6,0.94
21500-20260516,41.8695753051,-87.6537591314,NEAR WEST SIDE,60607,business_candidate,0,Retail Food Establishment,-0.3125,5.0,119500,-0.0398,"[{""year"": 2022, ""crime_count"": 14, ""violent_crime_count"": 5}, {""year"": 2023, ""crime_count"": 17, ""violent_crime_count"": 3}, {""year"": 2024, ""crime_count"": 19, ""violent_crime_count"": 7}, {""year"": 2025, ""crime_count"": 24, ""violent_crime_count"": 7}]","[{""year"": 2022, ""permit_count"": 9}, {""year"": 2023, ""permit_count"": 17}, {""year"": 2024, ""permit_count"": 54}, {""year"": 2025, ""permit_count"": 22}]","[{""year"": 2021, ""population"": 29990}, {""year"": 2022, ""population"": 28797}]",0.0187,11,1,6,Taylor & Aberdeen,38,0.2631578947368421,-0.5925925925925926,0.9816432708353785,0.7458333333333333,-0.039779926642214074,80,60,89,69,"{'investmentScore': 87, 'growthScore': 72, 'riskScore': 78, 'finalScore': 79}","{'investmentScore': 88, 'growthScore': 76, 'riskScore': 95, 'finalScore': 76}","{'investmentScore': 91, 'growthScore': 85, 'riskScore': 95, 'finalScore': 80}","{'1y': 26.5, '3y': 32.899999999999636, '5y': 39.29999999999927}","{'1y': 44.5, '3y': 59.70000000000073, '5y': 74.90000000000146}","{'1y': 27604.0, '3y': 25218.0, '5y': 22832.0}",28797,-0.0398,-0.1114,31.1,0.116,0.294,0.23,0.149,119500,121519,48577,-0.0173,0.605,0.395,0.055,20,0.129,"984 W Washington Blvd, CHICAGO, IL, 60607",441146,211225,229921,2026,504086,2013-02-01T00:00:00.000,13.17,3,3.3,4.05,2.9,6,12,33,3,6,2,0.7,2,2,0,1,6,0.69
2827300-20260516,41.8831116866,-87.6258509892,LOOP,60602,business_candidate,0,Shared Housing Unit Operator,0.4894,-0.0682,167617,-0.1786,"[{""year"": 2022, ""crime_count"": 116, ""violent_crime_count"": 31}, {""year"": 2023, ""crime_count"": 128, ""violent_crime_count"": 31}, {""year"": 2024, ""crime_count"": 124, ""violent_crime_count"": 24}, {""year"": 2025, ""crime_count"": 130, ""violent_crime_count"": 23}]","[{""year"": 2022, ""permit_count"": 312}, {""year"": 2023, ""permit_count"": 270}, {""year"": 2024, ""permit_count"": 369}, {""year"": 2025, ""permit_count"": 354}]","[{""year"": 2021, ""population"": 1142}, {""year"": 2022, ""population"": 938}]",0.0068,70,23,123,Washington & Wabash,47,0.04838709677419355,-0.04065040650406504,0.9932459276916965,1.1468083333333334,-0.1786339754816112,85,60,74,76,"{'investmentScore': 86, 'growthScore': 60, 'riskScore': 73, 'finalScore': 76}","{'investmentScore': 86, 'growthScore': 60, 'riskScore': 77, 'finalScore': 75}","{'investmentScore': 87, 'growthScore': 60, 'riskScore': 81, 'finalScore': 74}","{'1y': 134.0, '3y': 141.60000000000036, '5y': 149.20000000000073}","{'1y': 382.5, '3y': 427.5, '5y': 472.5}","{'1y': 734.0, '3y': 326.0, '5y': -82.0}",938,-0.1786,-0.5001,35.8,0.072,0.382,0.209,0.151,167617,180719,77814,-0.0301,0.764,0.236,0.036,1,0.104,"165 E Van Buren St, CHICAGO, IL, 60602",574752,261747,313005,2026,502800,2010-02-01T00:00:00.000,16.17,2,4.3,4.81,3.5,9,29,59,2,6,1,1.0,2,2,0,4,6,0.88
2966497-20260516,41.8900449575,-87.6376280638,NEAR NORTH SIDE,60654,business_candidate,0,Retail Food Establishment,0.8485,0.0789,138279,0.0739,"[{""year"": 2022, ""crime_count"": 79, ""violent_crime_count"": 23}, {""year"": 2023, ""crime_count"": 96, ""violent_crime_count"": 22}, {""year"": 2024, ""crime_count"": 83, ""violent_crime_count"": 20}, {""year"": 2025, ""crime_count"": 84, ""violent_crime_count"": 13}]","[{""year"": 2022, ""permit_count"": 187}, {""year"": 2023, ""permit_count"": 193}, {""year"": 2024, ""permit_count"": 180}, {""year"": 2025, ""permit_count"": 205}]","[{""year"": 2021, ""population"": 21859}, {""year"": 2022, ""population"": 23475}]",0.144,61,18,82,Grand & Franklin,33,0.012048192771084338,0.1388888888888889,0.8741258741258742,0.902325,0.07392835902831786,91,77,71,84,"{'investmentScore': 90, 'growthScore': 75, 'riskScore': 72, 'finalScore': 83}","{'investmentScore': 90, 'growthScore': 75, 'riskScore': 72, 'finalScore': 83}","{'investmentScore': 90, 'growthScore': 76, 'riskScore': 73, 'finalScore': 83}","{'1y': 86.0, '3y': 86.39999999999998, '5y': 86.80000000000001}","{'1y': 201.5, '3y': 209.70000000000073, '5y': 217.90000000000146}","{'1y': 25091.0, '3y': 28323.0, '5y': 31555.0}",23475,0.0739,0.2069,33.1,0.097,0.317,0.269,0.18,138279,151971,73149,-0.0306,0.675,0.325,0.039,1,0.078,"436 N Clark St, CHICAGO, IL, 60654",405882,174456,231426,2026,423631,2016-05-01T00:00:00.000,10.42,1,5.8,5.08,5.1,10,13,37,5,4,3,0.78,2,2,0,1,4,0.56
1904335-20260516,41.8855444065,-87.6613752762,NEAR WEST SIDE,60607,business_candidate,0,Limited Business License,0.25,1.3077,119500,-0.0398,"[{""year"": 2022, ""crime_count"": 29, ""violent_crime_count"": 5}, {""year"": 2023, ""crime_count"": 46, ""violent_crime_count"": 11}, {""year"": 2024, ""crime_count"": 40, ""violent_crime_count"": 9}, {""year"": 2025, ""crime_count"": 28, ""violent_crime_count"": 8}]","[{""year"": 2022, ""permit_count"": 73}, {""year"": 2023, ""permit_count"": 78}, {""year"": 2024, ""permit_count"": 40}, {""year"": 2025, ""permit_count"": 69}]","[{""year"": 2021, ""population"": 29990}, {""year"": 2022, ""population"": 28797}]",0.2756,25,10,30,Madison & Loomis,14,-0.3,0.725,0.7839448102853559,0.7458333333333333,-0.039779926642214074,83,68,60,81,"{'investmentScore': 78, 'growthScore': 60, 'riskScore': 84, 'finalScore': 70}","{'investmentScore': 76, 'growthScore': 60, 'riskScore': 80, 'finalScore': 70}","{'investmentScore': 75, 'growthScore': 60, 'riskScore': 75, 'finalScore': 71}","{'1y': 33.5, '3y': 31.700000000000045, '5y': 29.90000000000009}","{'1y': 52.5, '3y': 42.5, '5y': 32.5}","{'1y': 27604.0, '3y': 25218.0, '5y': 22832.0}",28797,-0.0398,-0.1114,33.0,0.104,0.32,0.253,0.132,119500,131757,47848,-0.035,0.611,0.389,0.056,16,0.125,"1305 W Madison St, CHICAGO, IL, 60607",269393,132689,136704,2026,285796,2011-07-01T00:00:00.000,15.58,1,4.2,3.71,2.7,5,12,26,4,6,4,0.65,1,2,0,2,6,0.69
2476670-20260516,41.9033912144,-87.6443242536,NEAR NORTH SIDE,60610,business_candidate,0,Package Goods,0.3,-0.1429,106277,0.0114,"[{""year"": 2022, ""crime_count"": 26, ""violent_crime_count"": 9}, {""year"": 2023, ""crime_count"": 36, ""violent_crime_count"": 4}, {""year"": 2024, ""crime_count"": 27, ""violent_crime_count"": 11}, {""year"": 2025, ""crime_count"": 36, ""violent_crime_count"": 8}]","[{""year"": 2022, ""permit_count"": 39}, {""year"": 2023, ""permit_count"": 15}, {""year"": 2024, ""permit_count"": 16}, {""year"": 2025, ""permit_count"": 38}]","[{""year"": 2021, ""population"": 42422}, {""year"": 2022, ""population"": 42904}]",0.0364,13,3,6,Division & Larrabee,17,0.3333333333333333,1.375,0.9648784253184098,0.6356416666666667,0.011362029135825751,90,86,94,80,"{'investmentScore': 82, 'growthScore': 66, 'riskScore': 71, 'finalScore': 77}","{'investmentScore': 84, 'growthScore': 70, 'riskScore': 80, 'finalScore': 77}","{'investmentScore': 85, 'growthScore': 71, 'riskScore': 88, 'finalScore': 75}","{'1y': 36.5, '3y': 40.69999999999982, '5y': 44.899999999999636}","{'1y': 26.5, '3y': 26.100000000000023, '5y': 25.700000000000045}","{'1y': 43386.0, '3y': 44350.0, '5y': 45314.0}",42904,0.0114,0.0319,33.1,0.079,0.288,0.241,0.187,106277,114150,73936,0.0182,0.679,0.321,0.039,1,0.078,"1230 N Wells St, CHICAGO, IL, 60610",264101,113975,150126,2026,232746,2006-07-01T00:00:00.000,20.58,4,4.4,5.86,4.0,7,17,42,5,5,2,0.89,1,3,1,3,5,0.81
1579603-20260516,41.8691415902,-87.6566003171,NEAR WEST SIDE,60607,business_candidate,0,Limited Business License,-0.2143,3.0,119500,-0.0398,"[{""year"": 2022, ""crime_count"": 17, ""violent_crime_count"": 6}, {""year"": 2023, ""crime_count"": 20, ""violent_crime_count"": 5}, {""year"": 2024, ""crime_count"": 22, ""violent_crime_count"": 9}, {""year"": 2025, ""crime_count"": 26, ""violent_crime_count"": 8}]","[{""year"": 2022, ""permit_count"": 8}, {""year"": 2023, ""permit_count"": 14}, {""year"": 2024, ""permit_count"": 59}, {""year"": 2025, ""permit_count"": 22}]","[{""year"": 2021, ""population"": 29990}, {""year"": 2022, ""population"": 28797}]",0.0118,11,1,8,Racine & Taylor,35,0.18181818181818182,-0.6271186440677966,0.9883376161296699,0.7458333333333333,-0.039779926642214074,80,60,83,71,"{'investmentScore': 87, 'growthScore': 73, 'riskScore': 77, 'finalScore': 80}","{'investmentScore': 89, 'growthScore': 79, 'riskScore': 93, 'finalScore': 78}","{'investmentScore': 92, 'growthScore': 86, 'riskScore': 95, 'finalScore': 81}","{'1y': 28.5, '3y': 34.30000000000018, '5y': 40.100000000000364}","{'1y': 47.5, '3y': 64.90000000000146, '5y': 82.30000000000291}","{'1y': 27604.0, '3y': 25218.0, '5y': 22832.0}",28797,-0.0398,-0.1114,31.9,0.129,0.267,0.248,0.159,119500,132311,51382,-0.027,0.637,0.363,0.055,18,0.135,"1147 W Adams St, CHICAGO, IL, 60607",440982,242143,198839,2026,357137,2006-07-01T00:00:00.000,20.58,1,3.9,3.6,3.7,9,12,34,4,5,2,0.71,2,5,0,3,5,0.94
2971736-20260516,41.88974388,-87.6323965296,NEAR NORTH SIDE,60654,business_candidate,0,Limited Business License,1.1818,0.0094,138279,0.0739,"[{""year"": 2022, ""crime_count"": 142, ""violent_crime_count"": 29}, {""year"": 2023, ""crime_count"": 158, ""violent_crime_count"": 41}, {""year"": 2024, ""crime_count"": 140, ""violent_crime_count"": 30}, {""year"": 2025, ""crime_count"": 129, ""violent_crime_count"": 22}]","[{""year"": 2022, ""permit_count"": 265}, {""year"": 2023, ""permit_count"": 254}, {""year"": 2024, ""permit_count"": 253}, {""year"": 2025, ""permit_count"": 267}]","[{""year"": 2021, ""population"": 21859}, {""year"": 2022, ""population"": 23475}]",0.0657,96,27,107,LaSalle & Illinois,52,-0.07857142857142857,0.05533596837944664,0.9383503800319039,0.902325,0.07392835902831786,91,76,65,86,"{'investmentScore': 91, 'growthScore': 75, 'riskScore': 70, 'finalScore': 84}","{'investmentScore': 91, 'growthScore': 75, 'riskScore': 64, 'finalScore': 86}","{'investmentScore': 91, 'growthScore': 75, 'riskScore': 60, 'finalScore': 87}","{'1y': 128.0, '3y': 116.60000000000036, '5y': 105.20000000000073}","{'1y': 261.0, '3y': 262.0, '5y': 263.0}","{'1y': 25091.0, '3y': 28323.0, '5y': 31555.0}",23475,0.0739,0.2069,34.5,0.084,0.307,0.239,0.165,138279,127758,72121,0.0555,0.673,0.327,0.044,1,0.09,"434 N Dearborn St, CHICAGO, IL, 60654",513913,182639,331274,2026,566418,2020-02-01T00:00:00.000,6.17,3,5.2,5.69,5.2,5,17,44,4,5,3,0.91,2,3,1,3,5,0.88
2952255-20260516,41.8650256903,-87.6256298244,NEAR SOUTH SIDE,60605,business_candidate,0,Regulated Business License,-0.04,-0.2143,116462,0.0697,"[{""year"": 2022, ""crime_count"": 60, ""violent_crime_count"": 15}, {""year"": 2023, ""crime_count"": 49, ""violent_crime_count"": 10}, {""year"": 2024, ""crime_count"": 37, ""violent_crime_count"": 14}, {""year"": 2025, ""crime_count"": 46, ""violent_crime_count"": 13}]","[{""year"": 2022, ""permit_count"": 28}, {""year"": 2023, ""permit_count"": 25}, {""year"": 2024, ""permit_count"": 30}, {""year"": 2025, ""permit_count"": 28}]","[{""year"": 2021, ""population"": 32077}, {""year"": 2022, ""population"": 34314}]",0.0947,24,5,11,State & 13th Street,26,0.24324324324324326,-0.06666666666666667,0.9134922809902256,0.7205166666666667,0.06973844187424011,87,74,88,77,"{'investmentScore': 87, 'growthScore': 76, 'riskScore': 60, 'finalScore': 86}","{'investmentScore': 87, 'growthScore': 76, 'riskScore': 60, 'finalScore': 86}","{'investmentScore': 88, 'growthScore': 76, 'riskScore': 60, 'finalScore': 86}","{'1y': 34.5, '3y': 23.700000000000728, '5y': 12.900000000001455}","{'1y': 29.0, '3y': 30.0, '5y': 31.0}","{'1y': 36551.0, '3y': 41025.0, '5y': 45499.0}",34314,0.0697,0.1952,35.0,0.112,0.278,0.277,0.161,116462,128905,56463,0.0248,0.658,0.342,0.047,15,0.127,"124 E 26th St, CHICAGO, IL, 60605",383114,118259,264855,2026,363850,2012-04-01T00:00:00.000,14.33,4,3.8,3.99,3.8,9,5,18,2,4,1,0.38,1,2,0,3,4,0.62
